year,material,commodity,origin_region,destination_region,weight_0_1
1995,zinc,scrap,EU27,China,0.026670259604233
1995,zinc,scrap,EU27,EU27,0.6298749029831197
1995,zinc,scrap,EU27,RoW,0.3434548374126475
1995,zinc,scrap,RoW,China,0.06301708038287605
1995,zinc,scrap,RoW,EU27,0.15929556665310102
1995,zinc,scrap,RoW,RoW,0.7776873529640229
1996,nickel,concentrates,China,China,0.0
1996,nickel,concentrates,China,EU27,0.0
1996,nickel,concentrates,China,RoW,1.0
1996,nickel,concentrates,EU27,China,0.0019134771840282633
1996,nickel,concentrates,EU27,EU27,0.1518235653370409
1996,nickel,concentrates,EU27,RoW,0.8462629574789309
1996,nickel,concentrates,RoW,China,0.0006880665595510934
1996,nickel,concentrates,RoW,EU27,0.032249621519070945
1996,nickel,concentrates,RoW,RoW,0.9670623119213779
1996,nickel,refined_metal,China,China,0.0
1996,nickel,refined_metal,China,EU27,0.11977568400868645
1996,nickel,refined_metal,China,RoW,0.8802243159913136
1996,nickel,refined_metal,EU27,China,0.0017522435466562406
1996,nickel,refined_metal,EU27,EU27,0.631814443937228
1996,nickel,refined_metal,EU27,RoW,0.36643331251611583
1996,nickel,refined_metal,RoW,China,0.016891564701936854
1996,nickel,refined_metal,RoW,EU27,0.3013125145312679
1996,nickel,refined_metal,RoW,RoW,0.6817959207667953
1996,nickel,scrap,China,China,0.0
1996,nickel,scrap,China,EU27,0.016562224726263404
1996,nickel,scrap,China,RoW,0.9834377752737367
1996,nickel,scrap,EU27,China,7.697873185109777e-05
1996,nickel,scrap,EU27,EU27,0.7711995250078769
1996,nickel,scrap,EU27,RoW,0.22872349626027194
1996,nickel,scrap,RoW,China,0.006228056143192483
1996,nickel,scrap,RoW,EU27,0.31459812635952433
1996,nickel,scrap,RoW,RoW,0.6791738174972832
1996,tin,concentrates,China,China,0.0
1996,tin,concentrates,China,EU27,0.001973365580146189
1996,tin,concentrates,China,RoW,0.9980266344198538
1996,tin,concentrates,EU27,China,0.0
1996,tin,concentrates,EU27,EU27,0.08443427178095646
1996,tin,concentrates,EU27,RoW,0.9155657282190436
1996,tin,concentrates,RoW,China,0.0012331726707952226
1996,tin,concentrates,RoW,EU27,0.18886226216749005
1996,tin,concentrates,RoW,RoW,0.8099045651617147
1996,tin,refined_metal,China,China,0.0
1996,tin,refined_metal,China,EU27,0.3509176781061386
1996,tin,refined_metal,China,RoW,0.6490823218938614
1996,tin,refined_metal,EU27,China,0.0011956087608106162
1996,tin,refined_metal,EU27,EU27,0.7763798908994912
1996,tin,refined_metal,EU27,RoW,0.22242450033969813
1996,tin,refined_metal,RoW,China,0.03206453150851958
1996,tin,refined_metal,RoW,EU27,0.17854723263030275
1996,tin,refined_metal,RoW,RoW,0.7893882358611777
1996,tin,scrap,China,China,0.0
1996,tin,scrap,China,EU27,0.054025917976501484
1996,tin,scrap,China,RoW,0.9459740820234985
1996,tin,scrap,EU27,China,0.015032045910505755
1996,tin,scrap,EU27,EU27,0.878174528917069
1996,tin,scrap,EU27,RoW,0.10679342517242509
1996,tin,scrap,RoW,China,0.039751007527
1996,tin,scrap,RoW,EU27,0.04564414353989367
1996,tin,scrap,RoW,RoW,0.9146048489331063
1996,zinc,concentrates,China,China,0.0
1996,zinc,concentrates,China,EU27,0.05316865256044491
1996,zinc,concentrates,China,RoW,0.9468313474395551
1996,zinc,concentrates,EU27,China,1.2292199057942657e-05
1996,zinc,concentrates,EU27,EU27,0.8310696167895424
1996,zinc,concentrates,EU27,RoW,0.16891809101139976
1996,zinc,concentrates,RoW,China,0.03300094786748561
1996,zinc,concentrates,RoW,EU27,0.458546937213938
1996,zinc,concentrates,RoW,RoW,0.5084521149185764
1996,zinc,refined_metal,China,China,0.0
1996,zinc,refined_metal,China,EU27,0.02570258571439379
1996,zinc,refined_metal,China,RoW,0.9742974142856062
1996,zinc,refined_metal,EU27,China,0.0005351934422756779
1996,zinc,refined_metal,EU27,EU27,0.6630933920871827
1996,zinc,refined_metal,EU27,RoW,0.33637141447054164
1996,zinc,refined_metal,RoW,China,0.00767341960415481
1996,zinc,refined_metal,RoW,EU27,0.16117480813044843
1996,zinc,refined_metal,RoW,RoW,0.8311517722653968
1996,zinc,scrap,China,China,0.0
1996,zinc,scrap,China,EU27,0.006937810561754182
1996,zinc,scrap,China,RoW,0.9930621894382459
1996,zinc,scrap,EU27,China,0.02691820350104218
1996,zinc,scrap,EU27,EU27,0.6346372282608166
1996,zinc,scrap,EU27,RoW,0.3384445682381413
1996,zinc,scrap,RoW,China,0.061313742943852174
1996,zinc,scrap,RoW,EU27,0.17200719978689344
1996,zinc,scrap,RoW,RoW,0.7666790572692544
1997,nickel,concentrates,China,China,0.0
1997,nickel,concentrates,China,EU27,0.0
1997,nickel,concentrates,China,RoW,1.0
1997,nickel,concentrates,EU27,China,0.0020101728296703387
1997,nickel,concentrates,EU27,EU27,0.11340539317057875
1997,nickel,concentrates,EU27,RoW,0.884584433999751
1997,nickel,concentrates,RoW,China,0.002011924696435973
1997,nickel,concentrates,RoW,EU27,0.03437896818780036
1997,nickel,concentrates,RoW,RoW,0.9636091071157636
1997,nickel,refined_metal,China,China,0.0
1997,nickel,refined_metal,China,EU27,0.08270943157908411
1997,nickel,refined_metal,China,RoW,0.9172905684209159
1997,nickel,refined_metal,EU27,China,0.0022724149219329813
1997,nickel,refined_metal,EU27,EU27,0.6564799115029817
1997,nickel,refined_metal,EU27,RoW,0.3412476735750854
1997,nickel,refined_metal,RoW,China,0.013218721435602897
1997,nickel,refined_metal,RoW,EU27,0.30481168418259785
1997,nickel,refined_metal,RoW,RoW,0.6819695943817994
1997,nickel,scrap,China,China,0.0
1997,nickel,scrap,China,EU27,0.0506413199251598
1997,nickel,scrap,China,RoW,0.9493586800748403
1997,nickel,scrap,EU27,China,8.43313616562748e-05
1997,nickel,scrap,EU27,EU27,0.7172139249147634
1997,nickel,scrap,EU27,RoW,0.28270174372358026
1997,nickel,scrap,RoW,China,0.005060167620247789
1997,nickel,scrap,RoW,EU27,0.2505327299115661
1997,nickel,scrap,RoW,RoW,0.7444071024681861
1997,tin,concentrates,China,China,0.0
1997,tin,concentrates,China,EU27,0.01216931274964367
1997,tin,concentrates,China,RoW,0.9878306872503564
1997,tin,concentrates,EU27,China,0.0
1997,tin,concentrates,EU27,EU27,0.06335050733280267
1997,tin,concentrates,EU27,RoW,0.9366494926671973
1997,tin,concentrates,RoW,China,0.0032979220036521684
1997,tin,concentrates,RoW,EU27,0.13457491285602202
1997,tin,concentrates,RoW,RoW,0.8621271651403258
1997,tin,refined_metal,China,China,0.0
1997,tin,refined_metal,China,EU27,0.3675203064653166
1997,tin,refined_metal,China,RoW,0.6324796935346834
1997,tin,refined_metal,EU27,China,0.0017448509030107888
1997,tin,refined_metal,EU27,EU27,0.7365336394314369
1997,tin,refined_metal,EU27,RoW,0.26172150966555224
1997,tin,refined_metal,RoW,China,0.03397208431257412
1997,tin,refined_metal,RoW,EU27,0.1781526493362364
1997,tin,refined_metal,RoW,RoW,0.7878752663511895
1997,tin,scrap,China,China,0.0
1997,tin,scrap,China,EU27,0.03601727865100099
1997,tin,scrap,China,RoW,0.963982721348999
1997,tin,scrap,EU27,China,0.010021363940337171
1997,tin,scrap,EU27,EU27,0.8680453201953184
1997,tin,scrap,EU27,RoW,0.12193331586434435
1997,tin,scrap,RoW,China,0.035186674680552886
1997,tin,scrap,RoW,EU27,0.06101047720209581
1997,tin,scrap,RoW,RoW,0.9038028481173513
1997,zinc,concentrates,China,China,0.0
1997,zinc,concentrates,China,EU27,0.09908261850331335
1997,zinc,concentrates,China,RoW,0.9009173814966868
1997,zinc,concentrates,EU27,China,1.009353461220379e-05
1997,zinc,concentrates,EU27,EU27,0.8505867405338982
1997,zinc,concentrates,EU27,RoW,0.1494031659314896
1997,zinc,concentrates,RoW,China,0.03439905260399167
1997,zinc,concentrates,RoW,EU27,0.4620334581473389
1997,zinc,concentrates,RoW,RoW,0.5035674892486693
1997,zinc,refined_metal,China,China,0.0
1997,zinc,refined_metal,China,EU27,0.024484428766740896
1997,zinc,refined_metal,China,RoW,0.975515571233259
1997,zinc,refined_metal,EU27,China,0.00047054244415104494
1997,zinc,refined_metal,EU27,EU27,0.6596719039701575
1997,zinc,refined_metal,EU27,RoW,0.3398575535856914
1997,zinc,refined_metal,RoW,China,0.006871695870699922
1997,zinc,refined_metal,RoW,EU27,0.16584069463362194
1997,zinc,refined_metal,RoW,RoW,0.8272876094956781
1997,zinc,scrap,China,China,0.0
1997,zinc,scrap,China,EU27,0.016277717577795517
1997,zinc,scrap,China,RoW,0.9837222824222045
1997,zinc,scrap,EU27,China,0.025192884537193292
1997,zinc,scrap,EU27,EU27,0.6259975798080816
1997,zinc,scrap,EU27,RoW,0.34880953565472517
1997,zinc,scrap,RoW,China,0.06006152872440881
1997,zinc,scrap,RoW,EU27,0.17890568388833547
1997,zinc,scrap,RoW,RoW,0.7610327873872557
1998,nickel,concentrates,China,China,0.0
1998,nickel,concentrates,China,EU27,0.0
1998,nickel,concentrates,China,RoW,1.0
1998,nickel,concentrates,EU27,China,0.0019757142127564864
1998,nickel,concentrates,EU27,EU27,0.04662619946196787
1998,nickel,concentrates,EU27,RoW,0.9513980863252757
1998,nickel,concentrates,RoW,China,0.002116314046515263
1998,nickel,concentrates,RoW,EU27,0.03925883864451992
1998,nickel,concentrates,RoW,RoW,0.9586248473089648
1998,nickel,refined_metal,China,China,0.0
1998,nickel,refined_metal,China,EU27,0.07728970778897713
1998,nickel,refined_metal,China,RoW,0.9227102922110229
1998,nickel,refined_metal,EU27,China,0.0026042291635011484
1998,nickel,refined_metal,EU27,EU27,0.7223318174491374
1998,nickel,refined_metal,EU27,RoW,0.2750639533873615
1998,nickel,refined_metal,RoW,China,0.015605341895873833
1998,nickel,refined_metal,RoW,EU27,0.3048470331241593
1998,nickel,refined_metal,RoW,RoW,0.6795476249799669
1998,nickel,scrap,China,China,0.0
1998,nickel,scrap,China,EU27,0.04003980411114244
1998,nickel,scrap,China,RoW,0.9599601958888576
1998,nickel,scrap,EU27,China,0.0001330128666245806
1998,nickel,scrap,EU27,EU27,0.6616538392338475
1998,nickel,scrap,EU27,RoW,0.33821314789952805
1998,nickel,scrap,RoW,China,0.0031009101436280818
1998,nickel,scrap,RoW,EU27,0.20689810947762013
1998,nickel,scrap,RoW,RoW,0.7900009803787519
1998,tin,concentrates,China,China,0.0
1998,tin,concentrates,China,EU27,0.01216931274964367
1998,tin,concentrates,China,RoW,0.9878306872503564
1998,tin,concentrates,EU27,China,0.0
1998,tin,concentrates,EU27,EU27,0.2219403109305154
1998,tin,concentrates,EU27,RoW,0.7780596890694846
1998,tin,concentrates,RoW,China,0.006638540984569975
1998,tin,concentrates,RoW,EU27,0.14359596026239208
1998,tin,concentrates,RoW,RoW,0.849765498753038
1998,tin,refined_metal,China,China,0.0
1998,tin,refined_metal,China,EU27,0.3774087866262991
1998,tin,refined_metal,China,RoW,0.6225912133737009
1998,tin,refined_metal,EU27,China,0.0021566914788402783
1998,tin,refined_metal,EU27,EU27,0.7525710439246877
1998,tin,refined_metal,EU27,RoW,0.24527226459647208
1998,tin,refined_metal,RoW,China,0.03741452663388741
1998,tin,refined_metal,RoW,EU27,0.17909484301669945
1998,tin,refined_metal,RoW,RoW,0.7834906303494131
1998,tin,scrap,China,China,0.0
1998,tin,scrap,China,EU27,0.27507941518867285
1998,tin,scrap,China,RoW,0.7249205848113273
1998,tin,scrap,EU27,China,0.0
1998,tin,scrap,EU27,EU27,0.8573519521308054
1998,tin,scrap,EU27,RoW,0.1426480478691947
1998,tin,scrap,RoW,China,0.03568126359443718
1998,tin,scrap,RoW,EU27,0.08880571403397552
1998,tin,scrap,RoW,RoW,0.8755130223715873
1998,zinc,concentrates,China,China,0.0
1998,zinc,concentrates,China,EU27,0.1373321707234237
1998,zinc,concentrates,China,RoW,0.8626678292765763
1998,zinc,concentrates,EU27,China,5.463362637464924e-06
1998,zinc,concentrates,EU27,EU27,0.8830718774405951
1998,zinc,concentrates,EU27,RoW,0.11692265919676736
1998,zinc,concentrates,RoW,China,0.0318910443389497
1998,zinc,concentrates,RoW,EU27,0.46597428904842014
1998,zinc,concentrates,RoW,RoW,0.5021346666126302
1998,zinc,refined_metal,China,China,0.0
1998,zinc,refined_metal,China,EU27,0.032103198604886966
1998,zinc,refined_metal,China,RoW,0.967896801395113
1998,zinc,refined_metal,EU27,China,0.0005829181121996601
1998,zinc,refined_metal,EU27,EU27,0.6865335731346534
1998,zinc,refined_metal,EU27,RoW,0.312883508753147
1998,zinc,refined_metal,RoW,China,0.0059688985710948895
1998,zinc,refined_metal,RoW,EU27,0.19183507993354906
1998,zinc,refined_metal,RoW,RoW,0.8021960214953561
1998,zinc,scrap,China,China,0.0
1998,zinc,scrap,China,EU27,0.019967786819194883
1998,zinc,scrap,China,RoW,0.9800322131808051
1998,zinc,scrap,EU27,China,0.024855151351251773
1998,zinc,scrap,EU27,EU27,0.6523563058593767
1998,zinc,scrap,EU27,RoW,0.3227885427893716
1998,zinc,scrap,RoW,China,0.08334188239645053
1998,zinc,scrap,RoW,EU27,0.1762896660136202
1998,zinc,scrap,RoW,RoW,0.7403684515899293
1999,nickel,concentrates,China,China,0.0
1999,nickel,concentrates,China,EU27,0.0
1999,nickel,concentrates,China,RoW,1.0
1999,nickel,concentrates,EU27,China,0.001470126794749347
1999,nickel,concentrates,EU27,EU27,0.07392258074137159
1999,nickel,concentrates,EU27,RoW,0.924607292463879
1999,nickel,concentrates,RoW,China,0.0016783703310620948
1999,nickel,concentrates,RoW,EU27,0.04066184359580478
1999,nickel,concentrates,RoW,RoW,0.9576597860731332
1999,nickel,refined_metal,China,China,0.0
1999,nickel,refined_metal,China,EU27,0.004491031715024465
1999,nickel,refined_metal,China,RoW,0.9955089682849755
1999,nickel,refined_metal,EU27,China,0.002142700146567692
1999,nickel,refined_metal,EU27,EU27,0.748679222484107
1999,nickel,refined_metal,EU27,RoW,0.24917807736932526
1999,nickel,refined_metal,RoW,China,0.007312154398218723
1999,nickel,refined_metal,RoW,EU27,0.32865397519171435
1999,nickel,refined_metal,RoW,RoW,0.6640338704100669
1999,nickel,scrap,China,China,0.0
1999,nickel,scrap,China,EU27,0.04003980411114244
1999,nickel,scrap,China,RoW,0.9599601958888576
1999,nickel,scrap,EU27,China,0.00030166822449032737
1999,nickel,scrap,EU27,EU27,0.6416332795676246
1999,nickel,scrap,EU27,RoW,0.35806505220788515
1999,nickel,scrap,RoW,China,0.0043287725414370756
1999,nickel,scrap,RoW,EU27,0.12426255756242471
1999,nickel,scrap,RoW,RoW,0.8714086698961382
1999,tin,concentrates,China,China,0.0
1999,tin,concentrates,China,EU27,0.01571511117232435
1999,tin,concentrates,China,RoW,0.9842848888276757
1999,tin,concentrates,EU27,China,3.7457169414758254e-05
1999,tin,concentrates,EU27,EU27,0.19537495577015143
1999,tin,concentrates,EU27,RoW,0.8045875870604339
1999,tin,concentrates,RoW,China,0.010105798080002644
1999,tin,concentrates,RoW,EU27,0.028054228444887294
1999,tin,concentrates,RoW,RoW,0.9618399734751101
1999,tin,refined_metal,China,China,0.0
1999,tin,refined_metal,China,EU27,0.3657170932971235
1999,tin,refined_metal,China,RoW,0.6342829067028766
1999,tin,refined_metal,EU27,China,0.0030085330753567684
1999,tin,refined_metal,EU27,EU27,0.6603716906921134
1999,tin,refined_metal,EU27,RoW,0.33661977623252987
1999,tin,refined_metal,RoW,China,0.04090918915024717
1999,tin,refined_metal,RoW,EU27,0.1677307750953471
1999,tin,refined_metal,RoW,RoW,0.7913600357544057
1999,tin,scrap,China,China,0.0
1999,tin,scrap,China,EU27,0.5190837227111362
1999,tin,scrap,China,RoW,0.4809162772888637
1999,tin,scrap,EU27,China,0.0
1999,tin,scrap,EU27,EU27,0.826496378168181
1999,tin,scrap,EU27,RoW,0.1735036218318189
1999,tin,scrap,RoW,China,0.026315926431274967
1999,tin,scrap,RoW,EU27,0.08550608172750977
1999,tin,scrap,RoW,RoW,0.8881779918412153
1999,zinc,concentrates,China,China,0.0
1999,zinc,concentrates,China,EU27,0.14786015192880203
1999,zinc,concentrates,China,RoW,0.852139848071198
1999,zinc,concentrates,EU27,China,7.718418640007802e-06
1999,zinc,concentrates,EU27,EU27,0.8728689637964294
1999,zinc,concentrates,EU27,RoW,0.12712331778493063
1999,zinc,concentrates,RoW,China,0.01839746568647297
1999,zinc,concentrates,RoW,EU27,0.45786512580058236
1999,zinc,concentrates,RoW,RoW,0.5237374085129447
1999,zinc,refined_metal,China,China,0.0
1999,zinc,refined_metal,China,EU27,0.042225827471154026
1999,zinc,refined_metal,China,RoW,0.957774172528846
1999,zinc,refined_metal,EU27,China,0.0007203653452217599
1999,zinc,refined_metal,EU27,EU27,0.7310045705814482
1999,zinc,refined_metal,EU27,RoW,0.2682750640733301
1999,zinc,refined_metal,RoW,China,0.0045357202405950595
1999,zinc,refined_metal,RoW,EU27,0.16325731314897907
1999,zinc,refined_metal,RoW,RoW,0.8322069666104259
1999,zinc,scrap,China,China,0.0
1999,zinc,scrap,China,EU27,0.020445266012805673
1999,zinc,scrap,China,RoW,0.9795547339871944
1999,zinc,scrap,EU27,China,0.028955622889608786
1999,zinc,scrap,EU27,EU27,0.6623859037234617
1999,zinc,scrap,EU27,RoW,0.3086584733869295
1999,zinc,scrap,RoW,China,0.0877069026656504
1999,zinc,scrap,RoW,EU27,0.1408613785734916
1999,zinc,scrap,RoW,RoW,0.771431718760858
2000,nickel,concentrates,China,China,0.0
2000,nickel,concentrates,China,EU27,0.0002249460691799141
2000,nickel,concentrates,China,RoW,0.9997750539308201
2000,nickel,concentrates,EU27,China,0.0009741222743182545
2000,nickel,concentrates,EU27,EU27,0.10497264444371848
2000,nickel,concentrates,EU27,RoW,0.8940532332819632
2000,nickel,concentrates,RoW,China,0.000222351625488358
2000,nickel,concentrates,RoW,EU27,0.038324110713118434
2000,nickel,concentrates,RoW,RoW,0.9614535376613933
2000,nickel,refined_metal,China,China,0.0
2000,nickel,refined_metal,China,EU27,0.0028127849819185573
2000,nickel,refined_metal,China,RoW,0.9971872150180815
2000,nickel,refined_metal,EU27,China,0.0016932091062860507
2000,nickel,refined_metal,EU27,EU27,0.7524893732468548
2000,nickel,refined_metal,EU27,RoW,0.24581741764685924
2000,nickel,refined_metal,RoW,China,0.009874517886652024
2000,nickel,refined_metal,RoW,EU27,0.33811328287604825
2000,nickel,refined_metal,RoW,RoW,0.6520121992372997
2000,nickel,scrap,China,China,0.0
2000,nickel,scrap,China,EU27,0.0012217657529836178
2000,nickel,scrap,China,RoW,0.9987782342470164
2000,nickel,scrap,EU27,China,0.0009638848669885125
2000,nickel,scrap,EU27,EU27,0.6849279543624842
2000,nickel,scrap,EU27,RoW,0.3141081607705272
2000,nickel,scrap,RoW,China,0.004816998174344966
2000,nickel,scrap,RoW,EU27,0.13954551367779036
2000,nickel,scrap,RoW,RoW,0.8556374881478647
2000,tin,concentrates,China,China,0.0
2000,tin,concentrates,China,EU27,0.02472841238986871
2000,tin,concentrates,China,RoW,0.9752715876101313
2000,tin,concentrates,EU27,China,0.004827538829132903
2000,tin,concentrates,EU27,EU27,0.19854202694229162
2000,tin,concentrates,EU27,RoW,0.7966304342285756
2000,tin,concentrates,RoW,China,0.016639383933603355
2000,tin,concentrates,RoW,EU27,0.024012935469010465
2000,tin,concentrates,RoW,RoW,0.9593476805973862
2000,tin,refined_metal,China,China,0.0
2000,tin,refined_metal,China,EU27,0.34829383318075363
2000,tin,refined_metal,China,RoW,0.6517061668192464
2000,tin,refined_metal,EU27,China,0.0048700567011543345
2000,tin,refined_metal,EU27,EU27,0.685429453277217
2000,tin,refined_metal,EU27,RoW,0.30970049002162864
2000,tin,refined_metal,RoW,China,0.04477090982184153
2000,tin,refined_metal,RoW,EU27,0.15354214977239541
2000,tin,refined_metal,RoW,RoW,0.801686940405763
2000,tin,scrap,China,China,0.0
2000,tin,scrap,China,EU27,0.5333906812067678
2000,tin,scrap,China,RoW,0.46660931879323225
2000,tin,scrap,EU27,China,0.0
2000,tin,scrap,EU27,EU27,0.8445778826843046
2000,tin,scrap,EU27,RoW,0.1554221173156955
2000,tin,scrap,RoW,China,0.022560242217961917
2000,tin,scrap,RoW,EU27,0.0875426568228234
2000,tin,scrap,RoW,RoW,0.8898971009592147
2000,zinc,concentrates,China,China,0.0
2000,zinc,concentrates,China,EU27,0.10923504561700209
2000,zinc,concentrates,China,RoW,0.890764954382998
2000,zinc,concentrates,EU27,China,9.564851232067913e-05
2000,zinc,concentrates,EU27,EU27,0.8635630106599307
2000,zinc,concentrates,EU27,RoW,0.1363413408277486
2000,zinc,concentrates,RoW,China,0.01102436019155472
2000,zinc,concentrates,RoW,EU27,0.44692341485513537
2000,zinc,concentrates,RoW,RoW,0.5420522249533098
2000,zinc,refined_metal,China,China,0.0
2000,zinc,refined_metal,China,EU27,0.06623992643754023
2000,zinc,refined_metal,China,RoW,0.9337600735624597
2000,zinc,refined_metal,EU27,China,0.0014563725338839848
2000,zinc,refined_metal,EU27,EU27,0.7824981283916607
2000,zinc,refined_metal,EU27,RoW,0.21604549907445536
2000,zinc,refined_metal,RoW,China,0.006317820955159605
2000,zinc,refined_metal,RoW,EU27,0.16580722278295856
2000,zinc,refined_metal,RoW,RoW,0.8278749562618818
2000,zinc,scrap,China,China,0.0
2000,zinc,scrap,China,EU27,0.008792755476179614
2000,zinc,scrap,China,RoW,0.9912072445238204
2000,zinc,scrap,EU27,China,0.04135790564802145
2000,zinc,scrap,EU27,EU27,0.688876223275087
2000,zinc,scrap,EU27,RoW,0.2697658710768916
2000,zinc,scrap,RoW,China,0.12769012168447566
2000,zinc,scrap,RoW,EU27,0.11800105400094328
2000,zinc,scrap,RoW,RoW,0.754308824314581
2001,nickel,concentrates,China,China,0.0
2001,nickel,concentrates,China,EU27,0.08508435095558804
2001,nickel,concentrates,China,RoW,0.914915649044412
2001,nickel,concentrates,EU27,China,0.0034523612067379355
2001,nickel,concentrates,EU27,EU27,0.12428253807386913
2001,nickel,concentrates,EU27,RoW,0.872265100719393
2001,nickel,concentrates,RoW,China,0.00043400804297885945
2001,nickel,concentrates,RoW,EU27,0.03719391591385572
2001,nickel,concentrates,RoW,RoW,0.9623720760431654
2001,nickel,refined_metal,China,China,0.0
2001,nickel,refined_metal,China,EU27,0.0024252677309334037
2001,nickel,refined_metal,China,RoW,0.9975747322690666
2001,nickel,refined_metal,EU27,China,0.003182592029350016
2001,nickel,refined_metal,EU27,EU27,0.7290330142771582
2001,nickel,refined_metal,EU27,RoW,0.2677843936934919
2001,nickel,refined_metal,RoW,China,0.01412411222687539
2001,nickel,refined_metal,RoW,EU27,0.3599673988544374
2001,nickel,refined_metal,RoW,RoW,0.6259084889186872
2001,nickel,scrap,China,China,0.0
2001,nickel,scrap,China,EU27,0.0007817984161587034
2001,nickel,scrap,China,RoW,0.9992182015838413
2001,nickel,scrap,EU27,China,0.002261788019096686
2001,nickel,scrap,EU27,EU27,0.6755129491392533
2001,nickel,scrap,EU27,RoW,0.32222526284165004
2001,nickel,scrap,RoW,China,0.007417789656076303
2001,nickel,scrap,RoW,EU27,0.15333833999150157
2001,nickel,scrap,RoW,RoW,0.8392438703524222
2001,tin,concentrates,China,China,0.0
2001,tin,concentrates,China,EU27,0.025766312895909343
2001,tin,concentrates,China,RoW,0.9742336871040908
2001,tin,concentrates,EU27,China,0.059475614063889765
2001,tin,concentrates,EU27,EU27,0.04833033332058604
2001,tin,concentrates,EU27,RoW,0.8921940526155242
2001,tin,concentrates,RoW,China,0.01970704997035153
2001,tin,concentrates,RoW,EU27,0.01537928468006986
2001,tin,concentrates,RoW,RoW,0.9649136653495787
2001,tin,refined_metal,China,China,0.0
