variant,block,key,year,value,material,region,before
r_portfolio_combined,demand_transformation,service_activity_multiplier,2100,1.27,,EU27,
r_portfolio_combined,demand_transformation,service_activity_multiplier,2025,1.09,,RoW,
r_portfolio_combined,demand_transformation,service_activity_multiplier,2035,1.21,,RoW,
r_portfolio_combined,demand_transformation,service_activity_multiplier,2050,1.30,,RoW,
r_portfolio_combined,demand_transformation,service_activity_multiplier,2100,1.30,,RoW,
r_portfolio_combined,mfa_parameters,collection_rate,2025,0.9156212496531692,,,
r_portfolio_combined,mfa_parameters,collection_rate,2035,0.9352662498513582,,,
r_portfolio_combined,mfa_parameters,collection_rate,2050,0.95,,,
r_portfolio_combined,mfa_parameters,collection_rate,2100,0.95,,,
r_portfolio_combined,mfa_parameters,collection_rate,2025,0.9186212496531692,,EU27,
r_portfolio_combined,mfa_parameters,collection_rate,2035,0.9422662498513582,,EU27,
r_portfolio_combined,mfa_parameters,collection_rate,2050,0.96,,EU27,
r_portfolio_combined,mfa_parameters,collection_rate,2100,0.96,,EU27,
r_portfolio_combined,mfa_parameters,collection_rate,2025,0.9126212496531692,,RoW,
r_portfolio_combined,mfa_parameters,collection_rate,2035,0.9282662498513582,,RoW,
r_portfolio_combined,mfa_parameters,collection_rate,2050,0.94,,RoW,
r_portfolio_combined,mfa_parameters,collection_rate,2100,0.94,,RoW,
r_portfolio_combined,mfa_parameters,fabrication_yield,2025,0.9254466991389655,,,
r_portfolio_combined,mfa_parameters,fabrication_yield,2035,0.945191442488128,,,
r_portfolio_combined,mfa_parameters,fabrication_yield,2050,0.96,,,
r_portfolio_combined,mfa_parameters,fabrication_yield,2100,0.96,,,
r_portfolio_combined,mfa_parameters,fabrication_yield,2025,0.9269466991389654,,EU27,
r_portfolio_combined,mfa_parameters,fabrication_yield,2035,0.9486914424881281,,EU27,
r_portfolio_combined,mfa_parameters,fabrication_yield,2050,0.965,,EU27,
r_portfolio_combined,mfa_parameters,fabrication_yield,2100,0.965,,EU27,
r_portfolio_combined,mfa_parameters,fabrication_yield,2025,0.9245466991389655,,RoW,
r_portfolio_combined,mfa_parameters,fabrication_yield,2035,0.943091442488128,,RoW,
r_portfolio_combined,mfa_parameters,fabrication_yield,2050,0.957,,RoW,
r_portfolio_combined,mfa_parameters,fabrication_yield,2100,0.957,,RoW,
r_portfolio_combined,mfa_parameters,sorting_yield,2025,0.912,,,
r_portfolio_combined,mfa_parameters,sorting_yield,2035,0.9279999999999999,,,
r_portfolio_combined,mfa_parameters,sorting_yield,2050,0.94,,,
r_portfolio_combined,mfa_parameters,sorting_yield,2100,0.94,,,
r_portfolio_combined,mfa_parameters,sorting_yield,2025,0.915,,EU27,
r_portfolio_combined,mfa_parameters,sorting_yield,2035,0.9349999999999999,,EU27,
r_portfolio_combined,mfa_parameters,sorting_yield,2050,0.95,,EU27,
r_portfolio_combined,mfa_parameters,sorting_yield,2100,0.95,,EU27,
r_portfolio_combined,mfa_parameters,sorting_yield,2025,0.906,,RoW,
r_portfolio_combined,mfa_parameters,sorting_yield,2035,0.914,,RoW,
r_portfolio_combined,mfa_parameters,sorting_yield,2050,0.92,,RoW,
r_portfolio_combined,mfa_parameters,sorting_yield,2100,0.92,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2025,0.11,,,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2035,0.15,,,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2050,0.18,,,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2100,0.18,,,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2025,0.122,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2035,0.178,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2050,0.22,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2100,0.22,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2025,0.10400000000000001,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2035,0.136,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2050,0.16,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_collection_sensitivity,2100,0.16,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2025,0.195,,,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2035,0.255,,,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2050,0.3,,,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2100,0.3,,,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2025,0.20700000000000002,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2035,0.28300000000000003,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2050,0.34,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2100,0.34,,EU27,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2025,0.189,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2035,0.241,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2050,0.28,,RoW,
r_portfolio_combined,sd_parameters,bottleneck_scarcity_gain,2100,0.28,,RoW,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2025,4.95,,,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2035,5.55,,,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2050,6.0,,,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2100,6.0,,,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2025,5.1,,EU27,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2035,5.9,,EU27,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2050,6.5,,EU27,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2100,6.5,,EU27,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2025,4.89,,RoW,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2035,5.41,,RoW,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2050,5.8,,RoW,
r_portfolio_combined,sd_parameters,capacity_adjustment_lag_years,2100,5.8,,RoW,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2025,1.3,,,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2035,1.1,,,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2050,0.95,,,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2100,0.95,,,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2025,1.285,,EU27,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2035,1.065,,EU27,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2050,0.9,,EU27,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2100,0.9,,EU27,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2025,1.309,,RoW,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2035,1.121,,RoW,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2050,0.98,,RoW,
r_portfolio_combined,sd_parameters,capacity_envelope_max,2100,0.98,,RoW,
r_portfolio_combined,sd_parameters,capacity_expansion_gain,2025,0.28400000000000003,,,
r_portfolio_combined,sd_parameters,capacity_expansion_gain,2035,0.316,,,
r_portfolio_combined,sd_parameters,capacity_expansion_gain,2050,0.34,,,
r_portfolio_combined,sd_parameters,capacity_expansion_gain,2100,0.34,,,
r_portfolio_combined,strategy,disposal_rate,2025,0.30610000000000004,,,
r_portfolio_combined,strategy,disposal_rate,2035,0.17690000000000003,,,
r_portfolio_combined,strategy,disposal_rate,2050,0.08,,,
r_portfolio_combined,strategy,disposal_rate,2100,0.08,,,
r_portfolio_combined,strategy,disposal_rate,2025,0.29710000000000003,,EU27,
r_portfolio_combined,strategy,disposal_rate,2035,0.1559,,EU27,
r_portfolio_combined,strategy,disposal_rate,2050,0.05,,EU27,
r_portfolio_combined,strategy,disposal_rate,2100,0.05,,EU27,
r_portfolio_combined,strategy,disposal_rate,2025,0.30610000000000004,,RoW,
r_portfolio_combined,strategy,disposal_rate,2035,0.17690000000000003,,RoW,
r_portfolio_combined,strategy,disposal_rate,2050,0.08,,RoW,
r_portfolio_combined,strategy,disposal_rate,2100,0.08,,RoW,
r_portfolio_combined,strategy,lifetime_multiplier,2025,1.190867652591146,,,
r_portfolio_combined,strategy,lifetime_multiplier,2035,1.2418004225390626,,,
r_portfolio_combined,strategy,lifetime_multiplier,2050,1.28,,,
r_portfolio_combined,strategy,lifetime_multiplier,2100,1.28,,,
r_portfolio_combined,strategy,lifetime_multiplier,2025,1.199867652591146,,EU27,
r_portfolio_combined,strategy,lifetime_multiplier,2035,1.2628004225390626,,EU27,
r_portfolio_combined,strategy,lifetime_multiplier,2050,1.31,,EU27,
r_portfolio_combined,strategy,lifetime_multiplier,2100,1.31,,EU27,
r_portfolio_combined,strategy,lifetime_multiplier,2025,1.184867652591146,,RoW,
r_portfolio_combined,strategy,lifetime_multiplier,2035,1.2278004225390626,,RoW,
r_portfolio_combined,strategy,lifetime_multiplier,2050,1.26,,RoW,
r_portfolio_combined,strategy,lifetime_multiplier,2100,1.26,,RoW,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2025,0.892,,,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2035,0.948,,,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2050,0.99,,,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2100,0.99,,,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2025,0.895,,EU27,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2035,0.955,,EU27,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2050,1.0,,EU27,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2100,1.0,,EU27,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2025,0.886,,RoW,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2035,0.9339999999999999,,RoW,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2050,0.97,,RoW,
r_portfolio_combined,strategy,new_scrap_to_secondary_share,2100,0.97,,RoW,
r_portfolio_combined,strategy,recycling_rate,2025,0.5959,,,
r_portfolio_combined,strategy,recycling_rate,2035,0.6211,,,
r_portfolio_combined,strategy,recycling_rate,2050,0.64,,,
r_portfolio_combined,strategy,recycling_rate,2100,0.64,,,
r_portfolio_combined,strategy,recycling_rate,2025,0.5959,,EU27,
r_portfolio_combined,strategy,recycling_rate,2035,0.6211,,EU27,
r_portfolio_combined,strategy,recycling_rate,2050,0.64,,EU27,
r_portfolio_combined,strategy,recycling_rate,2100,0.64,,EU27,
r_portfolio_combined,strategy,recycling_rate,2025,0.6079,,RoW,
r_portfolio_combined,strategy,recycling_rate,2035,0.6491,,RoW,
r_portfolio_combined,strategy,recycling_rate,2050,0.68,,RoW,
r_portfolio_combined,strategy,recycling_rate,2100,0.68,,RoW,
r_portfolio_combined,strategy,recycling_yield,2025,0.8628431628805585,,,
r_portfolio_combined,strategy,recycling_yield,2035,0.8383613555202393,,,
r_portfolio_combined,strategy,recycling_yield,2050,0.82,,,
r_portfolio_combined,strategy,recycling_yield,2100,0.82,,,
r_portfolio_combined,strategy,recycling_yield,2025,0.8688431628805585,,EU27,
r_portfolio_combined,strategy,recycling_yield,2035,0.8523613555202393,,EU27,
r_portfolio_combined,strategy,recycling_yield,2050,0.84,,EU27,
r_portfolio_combined,strategy,recycling_yield,2100,0.84,,EU27,
r_portfolio_combined,strategy,recycling_yield,2025,0.8568431628805585,,RoW,
r_portfolio_combined,strategy,recycling_yield,2035,0.8243613555202394,,RoW,
r_portfolio_combined,strategy,recycling_yield,2050,0.8,,RoW,
r_portfolio_combined,strategy,recycling_yield,2100,0.8,,RoW,
r_portfolio_combined,strategy,reman_yield,2025,0.8456431238404025,,,
r_portfolio_combined,strategy,reman_yield,2035,0.859561338788744,,,
r_portfolio_combined,strategy,reman_yield,2050,0.87,,,
r_portfolio_combined,strategy,reman_yield,2100,0.87,,,
r_portfolio_combined,strategy,reman_yield,2025,0.8516431238404025,,EU27,
r_portfolio_combined,strategy,reman_yield,2035,0.873561338788744,,EU27,
r_portfolio_combined,strategy,reman_yield,2050,0.89,,EU27,
r_portfolio_combined,strategy,reman_yield,2100,0.89,,EU27,
r_portfolio_combined,strategy,reman_yield,2025,0.8396431238404025,,RoW,
r_portfolio_combined,strategy,reman_yield,2035,0.845561338788744,,RoW,
r_portfolio_combined,strategy,reman_yield,2050,0.85,,RoW,
r_portfolio_combined,strategy,reman_yield,2100,0.85,,RoW,
r_portfolio_combined,strategy,remanufacturing_rate,2025,0.098,,,
r_portfolio_combined,strategy,remanufacturing_rate,2035,0.20199999999999999,,,
r_portfolio_combined,strategy,remanufacturing_rate,2050,0.28,,,
r_portfolio_combined,strategy,remanufacturing_rate,2100,0.28,,,
r_portfolio_combined,strategy,remanufacturing_rate,2025,0.107,,EU27,
r_portfolio_combined,strategy,remanufacturing_rate,2035,0.22299999999999998,,EU27,
r_portfolio_combined,strategy,remanufacturing_rate,2050,0.31,,EU27,
r_portfolio_combined,strategy,remanufacturing_rate,2100,0.31,,EU27,
r_portfolio_combined,strategy,remanufacturing_rate,2025,0.08600000000000001,,RoW,
r_portfolio_combined,strategy,remanufacturing_rate,2035,0.174,,RoW,
r_portfolio_combined,strategy,remanufacturing_rate,2050,0.24,,RoW,
r_portfolio_combined,strategy,remanufacturing_rate,2100,0.24,,RoW,
